record_id,mixture_number,mixture_label,ch4_volume_fraction,dme_volume_fraction,equivalence_ratio,temperature_adjusted_K,pressure_adjusted_atm,ignition_delay_us,pressure_original_atm,temperature_original_K,high_temperature_correlation_us,low_temperature_correlation_us,adjustment_status,ignition_target,ignition_type,facility,source_instrument,provenance,notes
zinner2008_mix1_row11,1,80CH4_20DME,0.80,0.20,2.0,929,21.6,2287,23.1,941,,2361,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 11",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row12,1,80CH4_20DME,0.80,0.20,2.0,1491,5.4,62,5.4,1493,60,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 12",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row13,1,80CH4_20DME,0.80,0.20,2.0,1387,5.9,149,6.2,1401,136,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 13",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row14,1,80CH4_20DME,0.80,0.20,2.0,1314,6.3,283,6.7,1329,293,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 14",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row15,1,80CH4_20DME,0.80,0.20,2.0,1281,6.9,383,7.2,1293,430,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 15",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row16,1,80CH4_20DME,0.80,0.20,2.0,1227,7.2,662,7.8,1243,781,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 16",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row17,1,80CH4_20DME,0.80,0.20,2.0,1190,7.5,1049,8.0,1203,1349,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 17",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row18,1,80CH4_20DME,0.80,0.20,2.0,1650,0.9,92,1.0,1656,43,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 18",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row19,1,80CH4_20DME,0.80,0.20,2.0,1551,1.1,152,1.2,1563,79,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 19",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row20,1,80CH4_20DME,0.80,0.20,2.0,1459,1.3,265,1.3,1472,167,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 20",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row21,1,80CH4_20DME,0.80,0.20,2.0,1407,1.3,401,1.4,1423,258,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 21",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row22,1,80CH4_20DME,0.80,0.20,2.0,1352,1.4,749,1.6,1379,390,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 22",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix1_row23,1,80CH4_20DME,0.80,0.20,2.0,1323,1.5,941,1.7,1340,588,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #1, printed p.55, PDF p.69, row 23",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row01,2,80CH4_20DME,0.80,0.20,1.0,1347,26.0,80,27.2,1359,95,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 1",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row02,2,80CH4_20DME,0.80,0.20,1.0,1299,27.7,130,28.2,1303,180,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 2",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row03,2,80CH4_20DME,0.80,0.20,1.0,1212,30.0,296,31.1,1221,495,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 3",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row04,2,80CH4_20DME,0.80,0.20,1.0,1119,31.6,598,33.5,1133,,666,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 4",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row05,2,80CH4_20DME,0.80,0.20,1.0,1040,32.5,985,34.7,1054,,980,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 5",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row06,2,80CH4_20DME,0.80,0.20,1.0,996,35.2,1180,37.2,1008,,1195,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 6",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row07,2,80CH4_20DME,0.80,0.20,1.0,1464,6.1,68,6.4,1478,66,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 7",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row08,2,80CH4_20DME,0.80,0.20,1.0,1376,6.8,152,7.2,1391,148,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 8",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row09,2,80CH4_20DME,0.80,0.20,1.0,1303,7.0,316,7.7,1328,289,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 9",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row10,2,80CH4_20DME,0.80,0.20,1.0,1272,7.5,450,7.9,1285,479,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 10",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row11,2,80CH4_20DME,0.80,0.20,1.0,1223,7.7,854,8.6,1251,711,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 11",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row12,2,80CH4_20DME,0.80,0.20,1.0,1198,8.1,1074,8.9,1222,1021,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 12",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row13,2,80CH4_20DME,0.80,0.20,1.0,1587,1.3,48,1.3,1597,60,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 13",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row14,2,80CH4_20DME,0.80,0.20,1.0,1517,1.4,85,1.4,1522,107,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 14",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row15,2,80CH4_20DME,0.80,0.20,1.0,1403,1.5,262,1.5,1406,314,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 15",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row16,2,80CH4_20DME,0.80,0.20,1.0,1336,1.6,579,1.8,1353,517,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 16",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix2_row17,2,80CH4_20DME,0.80,0.20,1.0,1240,1.7,1614,1.8,1251,1774,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #2, printed p.55, PDF p.69, row 17",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row01,3,80CH4_20DME,0.80,0.20,0.5,1442,15.6,46,15.9,1448,56,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 1",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row02,3,80CH4_20DME,0.80,0.20,0.5,1395,16.2,80,16.4,1400,90,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 2",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row03,3,80CH4_20DME,0.80,0.20,0.5,1297,17.6,240,18.5,1310,231,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 3",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row04,3,80CH4_20DME,0.80,0.20,0.5,1218,18.6,541,19.5,1229,634,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 4",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row05,3,80CH4_20DME,0.80,0.20,0.5,1132,19.5,1283,20.8,1149,,1662,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 5",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row06,3,80CH4_20DME,0.80,0.20,0.5,1050,20.6,2366,22.3,1069,,2327,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 6",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row07,3,80CH4_20DME,0.80,0.20,0.5,1032,21.4,2719,22.4,1043,,2700,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 7",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row08,3,80CH4_20DME,0.80,0.20,0.5,1473,6.5,56,6.8,1488,63,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 8",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row09,3,80CH4_20DME,0.80,0.20,0.5,1393,7.1,118,7.3,1400,145,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 9",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row10,3,80CH4_20DME,0.80,0.20,0.5,1335,7.5,266,8.2,1359,212,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 10",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row11,3,80CH4_20DME,0.80,0.20,0.5,1283,7.6,469,8.3,1305,394,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 11",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row12,3,80CH4_20DME,0.80,0.20,0.5,1254,8.1,668,9.1,1286,473,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 12",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row13,3,80CH4_20DME,0.80,0.20,0.5,1207,8.2,1159,9.1,1236,915,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 13",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row14,3,80CH4_20DME,0.80,0.20,0.5,1153,8.4,2133,9.5,1184,1865,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 14",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row15,3,80CH4_20DME,0.80,0.20,0.5,1510,1.4,71,1.5,1515,122,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 15",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row16,3,80CH4_20DME,0.80,0.20,0.5,1443,1.6,157,1.7,1456,197,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 16",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row17,3,80CH4_20DME,0.80,0.20,0.5,1370,1.7,317,1.8,1378,425,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 17",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row18,3,80CH4_20DME,0.80,0.20,0.5,1311,1.8,632,1.8,1321,803,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 18",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix3_row19,3,80CH4_20DME,0.80,0.20,0.5,1262,1.8,1261,1.8,1267,1541,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #3, printed p.56, PDF p.70, row 19",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
zinner2008_mix4_row01,4,80CH4_20DME,0.80,0.20,0.3,1438,28.2,73,28.4,1440,46,,adjusted_state_not_delay,endwall pressure rise,total ignition delay (tau_ign),not_stated_per_appendix_row,endwall piezoelectric pressure transducer,"Zinner 2008 Appendix TABULATED DATA, Mix #4, printed p.56, PDF p.70, row 1",Adjusted T/P are the thesis adjusted state; original P/T and both thesis correlation columns are retained verbatim. Facility is not assigned because the appendix table does not label rows.
